Client,Project,User,13/03/2017,14/03/2017,15/03/2017,16/03/2017,17/03/2017,18/03/2017,19/03/2017,Total
,,Simondanolearyis,,0:43:52,1:28:08,1:44:33,2:23:59,,1:49:27,8:09:59
Total:,,,,0:43:52,1:28:08,1:44:33,2:23:59,,1:49:27,8:09:59
