Client,Project,User,2017-03-13,2017-03-14,2017-03-15,2017-03-16,2017-03-17,2017-03-18,2017-03-19,Total
,,777canaan,03:59:11,01:55:21,05:03:12,04:34:18,00:50:03,,,16:22:05
Total:,,,03:59:11,01:55:21,05:03:12,04:34:18,00:50:03,,,16:22:05
